target	compound	pchembl_value	
CHEMBL3130	CHEMBL3683575	6.850	
CHEMBL2850	CHEMBL3681949	6.390	
CHEMBL260	CHEMBL3681949	6.650	
CHEMBL2599	CHEMBL3681949	6.230	
CHEMBL5112	CHEMBL3681419	8.340	
CHEMBL4956	CHEMBL3681419	6.300	
CHEMBL3026	CHEMBL3681419	6.310	
CHEMBL1962	CHEMBL3681419	5.965	
CHEMBL1957	CHEMBL3679680	7.160	
CHEMBL203	CHEMBL3678958	7.510	
CHEMBL1844	CHEMBL3674570	8.490	
CHEMBL1844	CHEMBL3673452	8.700	
CHEMBL2061	CHEMBL367149	5.200	
CHEMBL1978	CHEMBL367149	4.480	
CHEMBL1293224	CHEMBL367149	4.875	
CHEMBL3473	CHEMBL3670800	8.490	
CHEMBL1836	CHEMBL3670685	8.100	
CHEMBL4235	CHEMBL3669417	7.580	
CHEMBL2034	CHEMBL3666807	9.557	
CHEMBL203	CHEMBL3663929	7.992	
CHEMBL234	CHEMBL366265	5.330	
CHEMBL217	CHEMBL366265	5.690	
CHEMBL2056	CHEMBL366265	5.710	
CHEMBL4333	CHEMBL366208	9.350	
CHEMBL3892	CHEMBL366208	7.843	
CHEMBL3880	CHEMBL3661115	7.106	
CHEMBL4508	CHEMBL3659477	7.025	
CHEMBL5393	CHEMBL36584	5.675	
CHEMBL1293224	CHEMBL36584	4.450	
CHEMBL2695	CHEMBL3657311	9.000	
CHEMBL3553	CHEMBL3655081	6.350	
CHEMBL2971	CHEMBL3655081	6.460	
CHEMBL2835	CHEMBL3655081	7.532	
CHEMBL279	CHEMBL3655081	5.920	
CHEMBL2148	CHEMBL3655081	6.270	
CHEMBL1951	CHEMBL3655081	5.220	
CHEMBL254	CHEMBL3654384	7.800	
CHEMBL5023	CHEMBL3653256	9.667	
CHEMBL1255126	CHEMBL3653256	5.520	
CHEMBL5407	CHEMBL3651966	8.700	
CHEMBL4523	CHEMBL3651966	10.060	
CHEMBL3920	CHEMBL3651966	5.390	
CHEMBL262	CHEMBL3651966	5.890	
CHEMBL240	CHEMBL3651966	4.920	
CHEMBL5393	CHEMBL36506	4.375	
CHEMBL4879518	CHEMBL36506	4.850	
CHEMBL4879514	CHEMBL36506	4.735	
CHEMBL240	CHEMBL3647536	4.570	
CHEMBL2327	CHEMBL3647536	4.680	
CHEMBL5251	CHEMBL3647420	7.500	
CHEMBL203	CHEMBL3647420	8.393	
CHEMBL1824	CHEMBL3647420	8.140	
CHEMBL1743126	CHEMBL364713	4.460	
CHEMBL1743122	CHEMBL364713	5.580	
CHEMBL5909	CHEMBL3646221	4.540	
CHEMBL5705	CHEMBL3646221	6.410	
CHEMBL5697	CHEMBL3646221	6.381	
CHEMBL4523398	CHEMBL3646221	5.850	
CHEMBL1783	CHEMBL3646221	5.120	
CHEMBL5909	CHEMBL3646118	4.345	
CHEMBL5705	CHEMBL3646118	6.350	
CHEMBL5697	CHEMBL3646118	7.092	
CHEMBL3028	CHEMBL3646118	6.315	
CHEMBL3145	CHEMBL3644672	8.510	
CHEMBL6164	CHEMBL3644587	7.300	
CHEMBL6154	CHEMBL3644587	7.110	
CHEMBL5366	CHEMBL3644587	9.000	
CHEMBL3105	CHEMBL3644587	8.850	
CHEMBL1844	CHEMBL3644252	7.030	
CHEMBL4005	CHEMBL3643413	6.850	
CHEMBL3267	CHEMBL3643413	5.845	
CHEMBL3145	CHEMBL3643413	6.005	
CHEMBL3142	CHEMBL3643413	6.060	
CHEMBL3130	CHEMBL3643413	7.163	
CHEMBL288	CHEMBL3643413	5.330	
CHEMBL2146302	CHEMBL3639788	7.350	
CHEMBL3935	CHEMBL3639728	6.000	
CHEMBL340	CHEMBL3639728	5.300	
CHEMBL3397	CHEMBL3639728	5.300	
CHEMBL279	CHEMBL3639728	5.960	
CHEMBL1974	CHEMBL3639728	6.410	
CHEMBL1936	CHEMBL3639728	5.820	
CHEMBL1844	CHEMBL3639728	7.520	
CHEMBL3961	CHEMBL363648	6.700	
CHEMBL260	CHEMBL363648	7.518	
CHEMBL3514	CHEMBL3634561	8.470	
CHEMBL2778	CHEMBL363392	9.550	
CHEMBL2246	CHEMBL363387	4.570	
CHEMBL1900	CHEMBL363387	6.435	
CHEMBL1255163	CHEMBL3633802	8.540	
CHEMBL2439	CHEMBL3633460	5.850	
CHEMBL1839	CHEMBL3633460	6.000	
CHEMBL240	CHEMBL363295	5.240	
CHEMBL3729	CHEMBL363100	7.080	
CHEMBL4766	CHEMBL362558	5.210	
CHEMBL331	CHEMBL362558	5.750	
CHEMBL3045	CHEMBL362558	6.380	
CHEMBL301	CHEMBL362558	5.550	
CHEMBL2850	CHEMBL362558	8.877	
CHEMBL262	CHEMBL362558	8.990	
CHEMBL279	CHEMBL3623290	6.810	
CHEMBL267	CHEMBL3623290	6.210	
CHEMBL217	CHEMBL3623290	6.100	
CHEMBL203	CHEMBL3623290	8.277	
CHEMBL208	CHEMBL3623004	7.923	
CHEMBL206	CHEMBL3623004	9.479	
CHEMBL2034	CHEMBL3623004	5.040	
CHEMBL4355	CHEMBL3622821	5.660	
CHEMBL3830	CHEMBL3622821	5.000	
CHEMBL3553	CHEMBL3622821	5.330	
CHEMBL2971	CHEMBL3622821	6.890	
CHEMBL2835	CHEMBL3622821	7.755	
CHEMBL2148	CHEMBL3622821	5.660	
CHEMBL3553	CHEMBL3622820	6.100	
CHEMBL2971	CHEMBL3622820	7.200	
CHEMBL2835	CHEMBL3622820	8.700	
CHEMBL2148	CHEMBL3622820	5.700	
CHEMBL5103	CHEMBL3622533	8.518	
CHEMBL4145	CHEMBL3622533	6.242	
CHEMBL4005	CHEMBL3622533	7.675	
CHEMBL3524	CHEMBL3622533	6.434	
CHEMBL3310	CHEMBL3622533	7.648	
CHEMBL3267	CHEMBL3622533	6.825	
CHEMBL325	CHEMBL3622533	8.836	
CHEMBL3192	CHEMBL3622533	7.186	
CHEMBL3145	CHEMBL3622533	7.458	
CHEMBL3142	CHEMBL3622533	5.430	
CHEMBL3130	CHEMBL3622533	8.200	
CHEMBL2842	CHEMBL3622533	6.550	
CHEMBL2716	CHEMBL3622533	6.647	
CHEMBL2563	CHEMBL3622533	6.242	
CHEMBL240	CHEMBL3622533	4.100	
CHEMBL1865	CHEMBL3622533	7.279	
CHEMBL1829	CHEMBL3622533	8.727	
CHEMBL5103	CHEMBL3621988	6.815	
CHEMBL3310	CHEMBL3621988	6.260	
CHEMBL325	CHEMBL3621988	6.785	
CHEMBL3192	CHEMBL3621988	6.120	
CHEMBL1829	CHEMBL3621988	6.790	
CHEMBL1744525	CHEMBL3621988	5.680	
CHEMBL240	CHEMBL362103	8.300	
CHEMBL5071	CHEMBL361812	7.018	
CHEMBL4427	CHEMBL361812	4.480	
CHEMBL2069	CHEMBL361812	8.100	
CHEMBL248	CHEMBL3617964	7.920	
CHEMBL4429	CHEMBL3608680	7.672	
CHEMBL240	CHEMBL3608680	4.160	
CHEMBL1743127	CHEMBL360861	5.380	
CHEMBL1743126	CHEMBL360861	5.780	
CHEMBL1743122	CHEMBL360861	4.990	
CHEMBL225	CHEMBL360328	7.563	
CHEMBL224	CHEMBL360328	7.153	
CHEMBL1833	CHEMBL360328	7.423	
CHEMBL5023	CHEMBL3601398	8.080	
CHEMBL1255126	CHEMBL3601398	5.680	
CHEMBL220	CHEMBL360055	4.430	
CHEMBL216	CHEMBL360055	5.070	
CHEMBL5685	CHEMBL36	4.870	
CHEMBL202	CHEMBL36	6.136	
CHEMBL1250415	CHEMBL36	5.070	
CHEMBL1075138	CHEMBL36	4.100	
CHEMBL6007	CHEMBL359965	5.720	
CHEMBL4680040	CHEMBL359965	7.960	
CHEMBL2916	CHEMBL359965	6.300	
CHEMBL5113	CHEMBL3597971	5.975	
CHEMBL4792	CHEMBL3597971	8.050	
CHEMBL5113	CHEMBL3597952	7.860	
CHEMBL4792	CHEMBL3597952	8.750	
CHEMBL4302	CHEMBL359744	4.010	
CHEMBL1806	CHEMBL359744	6.030	
CHEMBL1293224	CHEMBL359744	5.500	
CHEMBL1075138	CHEMBL359744	4.725	
CHEMBL220	CHEMBL359570	9.480	
CHEMBL5261	CHEMBL3590106	6.410	
CHEMBL4900	CHEMBL3590106	5.200	
CHEMBL4040	CHEMBL3590106	7.936	
CHEMBL3385	CHEMBL3590106	6.800	
CHEMBL5451	CHEMBL3589904	6.440	
CHEMBL4296	CHEMBL3589904	4.440	
CHEMBL1980	CHEMBL3589904	4.430	
CHEMBL1845	CHEMBL3589904	4.430	
CHEMBL4005	CHEMBL3586573	6.070	
CHEMBL3142	CHEMBL3586573	7.855	
CHEMBL2842	CHEMBL3586573	7.680	
CHEMBL1844	CHEMBL3586573	5.700	
CHEMBL4005	CHEMBL3586404	5.520	
CHEMBL3268	CHEMBL3586404	7.410	
CHEMBL3267	CHEMBL3586404	5.150	
CHEMBL3145	CHEMBL3586404	4.750	
CHEMBL3130	CHEMBL3586404	5.210	
CHEMBL2842	CHEMBL3586404	7.783	
CHEMBL240	CHEMBL3586404	4.480	
CHEMBL1955	CHEMBL3586404	6.190	
CHEMBL1844	CHEMBL3586404	7.550	
CHEMBL1075165	CHEMBL3586404	5.600	
CHEMBL239	CHEMBL3585580	4.700	
CHEMBL235	CHEMBL3585580	8.135	
CHEMBL242	CHEMBL3581693	8.060	
CHEMBL238	CHEMBL3581693	5.470	
CHEMBL206	CHEMBL3581693	8.731	
CHEMBL2034	CHEMBL3581693	6.000	
CHEMBL1795186	CHEMBL3581647	7.725	
CHEMBL1293289	CHEMBL3581647	7.616	
CHEMBL1163125	CHEMBL3581647	7.669	
CHEMBL3820	CHEMBL3580737	8.275	
CHEMBL1293224	CHEMBL357995	4.400	
CHEMBL1892	CHEMBL3578202	9.330	
CHEMBL1962	CHEMBL3577885	5.990	
CHEMBL1075319	CHEMBL3577885	7.064	
CHEMBL5358	CHEMBL3577124	6.350	
CHEMBL5145	CHEMBL3577124	8.282	
CHEMBL4948	CHEMBL3577124	6.100	
CHEMBL4852	CHEMBL3577124	6.010	
CHEMBL3956	CHEMBL3577124	7.010	
CHEMBL3886	CHEMBL3577124	7.410	
CHEMBL3357	CHEMBL3577124	6.410	
CHEMBL279	CHEMBL3577124	5.410	
CHEMBL267	CHEMBL3577124	6.510	
CHEMBL2634	CHEMBL3577124	6.540	
CHEMBL2068	CHEMBL3577124	7.700	
CHEMBL1906	CHEMBL3577124	8.662	
CHEMBL1862	CHEMBL3577124	6.420	
CHEMBL1841	CHEMBL3577124	7.040	
CHEMBL1169596	CHEMBL3577124	7.880	
CHEMBL4685	CHEMBL356918	4.640	
CHEMBL288	CHEMBL356388	6.410	
CHEMBL5103	CHEMBL356066	8.070	
CHEMBL4145	CHEMBL356066	6.060	
CHEMBL3524	CHEMBL356066	6.838	
CHEMBL3310	CHEMBL356066	8.250	
CHEMBL325	CHEMBL356066	8.674	
CHEMBL3192	CHEMBL356066	6.940	
CHEMBL2716	CHEMBL356066	5.975	
CHEMBL2563	CHEMBL356066	6.933	
CHEMBL240	CHEMBL356066	4.974	
CHEMBL1865	CHEMBL356066	8.070	
CHEMBL1829	CHEMBL356066	8.198	
CHEMBL3133	CHEMBL355862	4.920	
CHEMBL2781	CHEMBL355862	7.230	
CHEMBL1293224	CHEMBL35505	4.500	
CHEMBL1075138	CHEMBL35505	4.700	
CHEMBL279	CHEMBL3545414	9.000	
CHEMBL1936	CHEMBL3545413	6.180	
CHEMBL1913	CHEMBL3545413	6.510	
CHEMBL256	CHEMBL3545407	6.150	
CHEMBL5970	CHEMBL3545396	6.260	
CHEMBL5914	CHEMBL3545396	5.980	
CHEMBL5699	CHEMBL3545396	7.320	
CHEMBL5600	CHEMBL3545396	5.770	
CHEMBL5579	CHEMBL3545396	5.560	
CHEMBL4948	CHEMBL3545396	6.010	
CHEMBL4937	CHEMBL3545396	5.440	
CHEMBL4901	CHEMBL3545396	5.580	
CHEMBL4900	CHEMBL3545396	6.850	
CHEMBL4852	CHEMBL3545396	5.680	
CHEMBL4630	CHEMBL3545396	5.730	
CHEMBL4599	CHEMBL3545396	6.680	
CHEMBL4522	CHEMBL3545396	5.770	
CHEMBL4439	CHEMBL3545396	5.910	
CHEMBL4355	CHEMBL3545396	9.520	
CHEMBL4223	CHEMBL3545396	6.100	
CHEMBL4202	CHEMBL3545396	5.620	
CHEMBL4105933	CHEMBL3545396	5.860	
CHEMBL4101	CHEMBL3545396	6.040	
CHEMBL4070	CHEMBL3545396	5.540	
CHEMBL4014	CHEMBL3545396	7.400	
CHEMBL3984	CHEMBL3545396	5.730	
CHEMBL3981	CHEMBL3545396	5.890	
CHEMBL3905	CHEMBL3545396	6.050	
CHEMBL3886	CHEMBL3545396	6.550	
CHEMBL3831	CHEMBL3545396	5.660	
CHEMBL3830	CHEMBL3545396	5.850	
CHEMBL3829	CHEMBL3545396	6.130	
CHEMBL3234	CHEMBL3545396	6.150	
CHEMBL3231	CHEMBL3545396	5.550	
CHEMBL2996	CHEMBL3545396	5.760	
CHEMBL299	CHEMBL3545396	5.810	
CHEMBL2918	CHEMBL3545396	5.920	
CHEMBL2793	CHEMBL3545396	5.860	
CHEMBL2708	CHEMBL3545396	5.580	
CHEMBL267	CHEMBL3545396	5.940	
CHEMBL2634	CHEMBL3545396	5.760	
CHEMBL2598	CHEMBL3545396	5.620	
CHEMBL258	CHEMBL3545396	6.290	
CHEMBL2349	CHEMBL3545396	5.340	
CHEMBL2292	CHEMBL3545396	5.480	
CHEMBL2073	CHEMBL3545396	5.990	
CHEMBL203	CHEMBL3545396	6.655	
CHEMBL1974	CHEMBL3545396	5.700	
CHEMBL1862	CHEMBL3545396	6.890	
CHEMBL1841	CHEMBL3545396	6.230	
CHEMBL4142	CHEMBL3545376	8.542	
CHEMBL3973	CHEMBL3545376	8.250	
CHEMBL3650	CHEMBL3545376	8.166	
CHEMBL279	CHEMBL3545376	6.915	
CHEMBL2742	CHEMBL3545376	8.422	
CHEMBL4685	CHEMBL3545369	7.545	
CHEMBL3627587	CHEMBL3545369	5.570	
CHEMBL2140	CHEMBL3545369	5.238	
CHEMBL5113	CHEMBL3545367	8.353	
CHEMBL4792	CHEMBL3545367	9.060	
CHEMBL240	CHEMBL3545367	5.210	
CHEMBL4005	CHEMBL3545366	7.410	
CHEMBL3267	CHEMBL3545366	7.710	
CHEMBL3145	CHEMBL3545366	6.950	
CHEMBL3130	CHEMBL3545366	7.710	
CHEMBL2842	CHEMBL3545366	6.800	
CHEMBL5608	CHEMBL3545365	8.580	
CHEMBL4128	CHEMBL3545365	8.100	
CHEMBL3717	CHEMBL3545365	8.570	
CHEMBL2815	CHEMBL3545365	9.070	
CHEMBL279	CHEMBL3545365	8.040	
CHEMBL5932	CHEMBL3545360	5.280	
CHEMBL5699	CHEMBL3545360	6.910	
CHEMBL5476	CHEMBL3545360	5.740	
CHEMBL5469	CHEMBL3545360	6.560	
CHEMBL5455	CHEMBL3545360	5.950	
CHEMBL5334	CHEMBL3545360	7.480	
CHEMBL5319	CHEMBL3545360	5.390	
CHEMBL5284	CHEMBL3545360	5.040	
CHEMBL5251	CHEMBL3545360	6.310	
CHEMBL4901	CHEMBL3545360	5.260	
CHEMBL4900	CHEMBL3545360	5.570	
CHEMBL4601	CHEMBL3545360	7.210	
CHEMBL4599	CHEMBL3545360	8.300	
CHEMBL4355	CHEMBL3545360	5.550	
CHEMBL4246	CHEMBL3545360	5.990	
CHEMBL4223	CHEMBL3545360	6.410	
CHEMBL4202	CHEMBL3545360	4.440	
CHEMBL4105933	CHEMBL3545360	6.080	
CHEMBL4105780	CHEMBL3545360	8.050	
CHEMBL3982	CHEMBL3545360	6.440	
CHEMBL3981	CHEMBL3545360	4.620	
CHEMBL3959	CHEMBL3545360	5.200	
CHEMBL3836	CHEMBL3545360	5.400	
CHEMBL3830	CHEMBL3545360	5.880	
CHEMBL3829	CHEMBL3545360	5.850	
CHEMBL3788	CHEMBL3545360	7.160	
CHEMBL3234	CHEMBL3545360	5.900	
CHEMBL2695	CHEMBL3545360	7.130	
CHEMBL258	CHEMBL3545360	5.890	
CHEMBL2185	CHEMBL3545360	7.000	
CHEMBL2073	CHEMBL3545360	6.110	
CHEMBL2068	CHEMBL3545360	5.900	
CHEMBL203	CHEMBL3545360	4.680	
CHEMBL1981	CHEMBL3545360	5.100	
CHEMBL1974	CHEMBL3545360	6.200	
CHEMBL1957	CHEMBL3545360	5.010	
CHEMBL1862	CHEMBL3545360	5.280	
CHEMBL1841	CHEMBL3545360	5.810	
CHEMBL1163101	CHEMBL3545360	4.910	
CHEMBL1904	CHEMBL3545350	7.845	
CHEMBL3650	CHEMBL3545335	7.100	
CHEMBL279	CHEMBL3545335	10.400	
CHEMBL6167	CHEMBL3545328	5.420	
CHEMBL6149	CHEMBL3545328	6.690	
CHEMBL5699	CHEMBL3545328	6.520	
CHEMBL5679	CHEMBL3545328	6.450	
CHEMBL5600	CHEMBL3545328	5.790	
CHEMBL5579	CHEMBL3545328	5.440	
CHEMBL5408	CHEMBL3545328	6.250	
CHEMBL5364	CHEMBL3545328	7.570	
CHEMBL5257	CHEMBL3545328	5.660	
CHEMBL5047	CHEMBL3545328	6.530	
CHEMBL4900	CHEMBL3545328	4.170	
CHEMBL4627	CHEMBL3545328	7.010	
CHEMBL4522	CHEMBL3545328	7.700	
CHEMBL4355	CHEMBL3545328	7.300	
CHEMBL4105933	CHEMBL3545328	8.150	
CHEMBL4105885	CHEMBL3545328	6.700	
CHEMBL4070	CHEMBL3545328	5.150	
CHEMBL3836	CHEMBL3545328	5.490	
CHEMBL3831	CHEMBL3545328	5.500	
CHEMBL3830	CHEMBL3545328	8.220	
CHEMBL3788	CHEMBL3545328	6.040	
CHEMBL3529	CHEMBL3545328	6.470	
CHEMBL2276	CHEMBL3545328	6.070	
CHEMBL2208	CHEMBL3545328	6.450	
CHEMBL1974	CHEMBL3545328	4.900	
CHEMBL1913	CHEMBL3545328	5.950	
CHEMBL1772932	CHEMBL3545328	6.410	
CHEMBL1770034	CHEMBL3545328	5.800	
CHEMBL5784	CHEMBL3545311	7.330	
CHEMBL5568	CHEMBL3545311	8.720	
CHEMBL4247	CHEMBL3545311	8.700	
CHEMBL203	CHEMBL3545311	7.991	
CHEMBL1981	CHEMBL3545311	6.710	
CHEMBL1974	CHEMBL3545311	8.680	
CHEMBL1957	CHEMBL3545311	7.600	
CHEMBL5838	CHEMBL3545308	7.340	
CHEMBL5455	CHEMBL3545308	5.920	
CHEMBL5334	CHEMBL3545308	6.540	
CHEMBL5251	CHEMBL3545308	6.260	
CHEMBL4355	CHEMBL3545308	6.350	
CHEMBL4246	CHEMBL3545308	6.540	
CHEMBL4224	CHEMBL3545308	6.190	
CHEMBL3982	CHEMBL3545308	5.960	
CHEMBL2695	CHEMBL3545308	6.360	
CHEMBL203	CHEMBL3545308	7.897	
CHEMBL5319	CHEMBL3545307	6.760	
CHEMBL5122	CHEMBL3545307	6.040	
CHEMBL4895	CHEMBL3545307	8.330	
CHEMBL4718	CHEMBL3545307	7.520	
CHEMBL4204	CHEMBL3545307	7.555	
CHEMBL3788	CHEMBL3545307	5.790	
CHEMBL3717	CHEMBL3545307	8.330	
CHEMBL2815	CHEMBL3545307	5.990	
CHEMBL2689	CHEMBL3545307	7.775	
CHEMBL2494	CHEMBL3545307	5.490	
CHEMBL1974	CHEMBL3545307	6.510	
CHEMBL235	CHEMBL3545280	9.710	
CHEMBL235	CHEMBL3545278	6.790	
CHEMBL3553	CHEMBL3545241	5.750	
CHEMBL340	CHEMBL3545241	4.960	
CHEMBL3397	CHEMBL3545241	4.760	
CHEMBL2971	CHEMBL3545241	6.520	
CHEMBL2835	CHEMBL3545241	5.220	
CHEMBL2148	CHEMBL3545241	4.980	
CHEMBL4429	CHEMBL3545233	8.800	
CHEMBL3959	CHEMBL3545215	5.230	
CHEMBL3553	CHEMBL3545215	7.180	
CHEMBL2971	CHEMBL3545215	8.460	
CHEMBL2835	CHEMBL3545215	6.840	
CHEMBL2148	CHEMBL3545215	6.440	
CHEMBL4179	CHEMBL3545213	7.050	
CHEMBL2637	CHEMBL3545213	6.640	
CHEMBL2276	CHEMBL3545213	7.100	
CHEMBL5661	CHEMBL3545185	7.730	
CHEMBL245	CHEMBL3545181	10.526	
CHEMBL216	CHEMBL3545181	10.262	
CHEMBL2035	CHEMBL3545181	10.290	
CHEMBL1821	CHEMBL3545181	10.400	
CHEMBL262	CHEMBL3545157	6.751	
CHEMBL1865	CHEMBL3545157	6.000	
CHEMBL5334	CHEMBL3545154	5.770	
CHEMBL5251	CHEMBL3545154	8.520	
CHEMBL5014	CHEMBL3545154	7.320	
CHEMBL4246	CHEMBL3545154	7.160	
CHEMBL3988	CHEMBL3545154	5.150	
CHEMBL3717	CHEMBL3545154	6.100	
CHEMBL3290	CHEMBL3545154	5.650	
CHEMBL203	CHEMBL3545154	9.071	
CHEMBL1824	CHEMBL3545154	8.360	
CHEMBL1795199	CHEMBL3545154	6.410	
CHEMBL6167	CHEMBL3545137	6.440	
CHEMBL6149	CHEMBL3545137	6.410	
CHEMBL5932	CHEMBL3545137	6.690	
CHEMBL5754	CHEMBL3545137	7.440	
CHEMBL5699	CHEMBL3545137	7.330	
CHEMBL5606	CHEMBL3545137	5.360	
CHEMBL5600	CHEMBL3545137	6.410	
CHEMBL5579	CHEMBL3545137	6.140	
CHEMBL5518	CHEMBL3545137	7.700	
CHEMBL5491	CHEMBL3545137	5.310	
CHEMBL5476	CHEMBL3545137	5.700	
CHEMBL5432	CHEMBL3545137	5.810	
CHEMBL5331	CHEMBL3545137	7.750	
CHEMBL5275	CHEMBL3545137	6.090	
CHEMBL5251	CHEMBL3545137	5.550	
CHEMBL5146	CHEMBL3545137	5.960	
CHEMBL5047	CHEMBL3545137	5.930	
CHEMBL4948	CHEMBL3545137	5.660	
CHEMBL4924	CHEMBL3545137	5.620	
CHEMBL4852	CHEMBL3545137	5.580	
CHEMBL4722	CHEMBL3545137	6.850	
CHEMBL4630	CHEMBL3545137	9.700	
CHEMBL4627	CHEMBL3545137	7.510	
CHEMBL4578	CHEMBL3545137	4.340	
CHEMBL4527	CHEMBL3545137	6.600	
CHEMBL4522	CHEMBL3545137	8.220	
CHEMBL4501	CHEMBL3545137	5.620	
CHEMBL4482	CHEMBL3545137	7.280	
CHEMBL4355	CHEMBL3545137	7.640	
CHEMBL4311	CHEMBL3545137	7.720	
CHEMBL4267	CHEMBL3545137	6.840	
CHEMBL4105933	CHEMBL3545137	8.700	
CHEMBL4105885	CHEMBL3545137	5.350	
CHEMBL4079	CHEMBL3545137	5.450	
CHEMBL4070	CHEMBL3545137	4.830	
CHEMBL4045	CHEMBL3545137	5.880	
CHEMBL4014	CHEMBL3545137	5.860	
CHEMBL3956	CHEMBL3545137	5.740	
CHEMBL3905	CHEMBL3545137	6.480	
CHEMBL3836	CHEMBL3545137	6.880	
CHEMBL3831	CHEMBL3545137	6.310	
CHEMBL3830	CHEMBL3545137	8.700	
CHEMBL3788	CHEMBL3545137	7.500	
CHEMBL3778	CHEMBL3545137	5.580	
CHEMBL3650	CHEMBL3545137	6.720	
CHEMBL3385	CHEMBL3545137	5.490	
CHEMBL3234	CHEMBL3545137	6.360	
CHEMBL3125	CHEMBL3545137	5.980	
CHEMBL2835	CHEMBL3545137	5.750	
CHEMBL2708	CHEMBL3545137	5.730	
CHEMBL267	CHEMBL3545137	5.850	
CHEMBL258	CHEMBL3545137	5.860	
CHEMBL2553	CHEMBL3545137	5.280	
CHEMBL2453	CHEMBL3545137	5.900	
CHEMBL2393	CHEMBL3545137	6.110	
CHEMBL2185	CHEMBL3545137	6.920	
CHEMBL2073	CHEMBL3545137	6.210	
CHEMBL203	CHEMBL3545137	5.760	
CHEMBL1974	CHEMBL3545137	7.300	
CHEMBL1913	CHEMBL3545137	7.000	
CHEMBL1862	CHEMBL3545137	6.230	
CHEMBL1841	CHEMBL3545137	5.870	
CHEMBL5699	CHEMBL3545110	5.600	
CHEMBL4900	CHEMBL3545110	4.600	
CHEMBL4597	CHEMBL3545110	5.420	
CHEMBL4355	CHEMBL3545110	6.180	
CHEMBL4105933	CHEMBL3545110	5.030	
CHEMBL3956	CHEMBL3545110	4.900	
CHEMBL3879831	CHEMBL3545110	4.910	
CHEMBL3829	CHEMBL3545110	6.610	
CHEMBL331	CHEMBL3545110	8.100	
CHEMBL3116	CHEMBL3545110	5.430	
CHEMBL301	CHEMBL3545110	4.120	
CHEMBL2508	CHEMBL3545110	7.367	
CHEMBL4805	CHEMBL3545108	8.093	
CHEMBL4005	CHEMBL3545097	7.685	
CHEMBL3267	CHEMBL3545097	8.430	
CHEMBL3145	CHEMBL3545097	7.090	
CHEMBL3130	CHEMBL3545097	7.520	
CHEMBL2842	CHEMBL3545097	9.216	
CHEMBL1075165	CHEMBL3545097	5.090	
CHEMBL6029	CHEMBL3545085	5.480	
CHEMBL5903	CHEMBL3545085	8.300	
CHEMBL5810	CHEMBL3545085	8.300	
CHEMBL5790	CHEMBL3545085	8.300	
CHEMBL5749	CHEMBL3545085	7.820	
CHEMBL5699	CHEMBL3545085	5.750	
CHEMBL5606	CHEMBL3545085	5.510	
CHEMBL5600	CHEMBL3545085	6.880	
CHEMBL5476	CHEMBL3545085	6.670	
CHEMBL5469	CHEMBL3545085	6.930	
CHEMBL5432	CHEMBL3545085	6.280	
CHEMBL5408	CHEMBL3545085	5.950	
CHEMBL5334	CHEMBL3545085	8.520	
CHEMBL5330	CHEMBL3545085	6.450	
CHEMBL5319	CHEMBL3545085	6.660	
CHEMBL5284	CHEMBL3545085	5.630	
CHEMBL5275	CHEMBL3545085	6.690	
CHEMBL5251	CHEMBL3545085	4.800	
CHEMBL5146	CHEMBL3545085	8.520	
CHEMBL5122	CHEMBL3545085	5.300	
CHEMBL5081	CHEMBL3545085	7.100	
CHEMBL5047	CHEMBL3545085	6.310	
CHEMBL4900	CHEMBL3545085	5.860	
CHEMBL4852	CHEMBL3545085	6.260	
CHEMBL4722	CHEMBL3545085	8.515	
CHEMBL4708	CHEMBL3545085	6.330	
CHEMBL4602	CHEMBL3545085	7.770	
CHEMBL4599	CHEMBL3545085	7.120	
CHEMBL4598	CHEMBL3545085	6.640	
CHEMBL4597	CHEMBL3545085	5.980	
CHEMBL4527	CHEMBL3545085	6.740	
CHEMBL4522	CHEMBL3545085	7.850	
CHEMBL4482	CHEMBL3545085	4.300	
CHEMBL4442	CHEMBL3545085	6.370	
CHEMBL4439	CHEMBL3545085	6.640	
CHEMBL4246	CHEMBL3545085	7.350	
CHEMBL4202	CHEMBL3545085	6.860	
CHEMBL4105933	CHEMBL3545085	6.690	
CHEMBL4105743	CHEMBL3545085	6.020	
CHEMBL4070	CHEMBL3545085	5.610	
CHEMBL4045	CHEMBL3545085	6.420	
CHEMBL4014	CHEMBL3545085	8.100	
CHEMBL3988	CHEMBL3545085	6.780	
CHEMBL3987	CHEMBL3545085	7.090	
CHEMBL3982	CHEMBL3545085	6.980	
CHEMBL3981	CHEMBL3545085	6.420	
CHEMBL3905	CHEMBL3545085	5.880	
CHEMBL3836	CHEMBL3545085	5.680	
CHEMBL3831	CHEMBL3545085	6.710	
CHEMBL3830	CHEMBL3545085	6.860	
CHEMBL3788	CHEMBL3545085	8.520	
CHEMBL3650	CHEMBL3545085	8.050	
CHEMBL3587	CHEMBL3545085	5.150	
CHEMBL3529	CHEMBL3545085	5.860	
CHEMBL3290	CHEMBL3545085	5.600	
CHEMBL3234	CHEMBL3545085	5.190	
CHEMBL3116	CHEMBL3545085	5.450	
CHEMBL3055	CHEMBL3545085	5.840	
CHEMBL299	CHEMBL3545085	5.640	
CHEMBL2964	CHEMBL3545085	5.380	
CHEMBL2815	CHEMBL3545085	8.220	
CHEMBL2708	CHEMBL3545085	5.540	
