target	compound	pchembl_value	
CHEMBL299	CHEMBL444478	5.030	
CHEMBL4442	CHEMBL4442620	8.300	
CHEMBL331	CHEMBL4442620	8.045	
CHEMBL3116	CHEMBL4442620	8.300	
CHEMBL308	CHEMBL4442620	8.188	
CHEMBL3055	CHEMBL4442620	7.950	
CHEMBL301	CHEMBL4442620	8.113	
CHEMBL279	CHEMBL4442620	6.790	
CHEMBL242	CHEMBL44426	7.400	
CHEMBL206	CHEMBL44426	8.072	
CHEMBL4302	CHEMBL444172	7.230	
CHEMBL3267	CHEMBL4438249	7.420	
CHEMBL4860	CHEMBL443684	8.576	
CHEMBL4680030	CHEMBL443684	5.973	
CHEMBL4677	CHEMBL443684	6.885	
CHEMBL4625	CHEMBL443684	8.392	
CHEMBL4361	CHEMBL443684	6.280	
CHEMBL215	CHEMBL443605	5.445	
CHEMBL1973	CHEMBL443605	4.897	
CHEMBL1075138	CHEMBL443605	4.750	
CHEMBL3553	CHEMBL4435170	8.992	
CHEMBL261	CHEMBL443052	5.700	
CHEMBL205	CHEMBL443052	6.330	
CHEMBL205	CHEMBL442687	5.750	
CHEMBL2039	CHEMBL442687	5.020	
CHEMBL1951	CHEMBL442687	5.010	
CHEMBL1293224	CHEMBL442687	5.050	
CHEMBL3426	CHEMBL442	7.805	
CHEMBL1983	CHEMBL442	8.537	
CHEMBL1898	CHEMBL442	8.570	
CHEMBL1835	CHEMBL442	5.510	
CHEMBL233	CHEMBL441765	6.540	
CHEMBL4644	CHEMBL441738	8.708	
CHEMBL4608	CHEMBL441738	8.793	
CHEMBL3795	CHEMBL441738	9.457	
CHEMBL259	CHEMBL441738	9.002	
CHEMBL4235	CHEMBL441687	7.988	
CHEMBL3746	CHEMBL441687	9.137	
CHEMBL2311236	CHEMBL441687	4.060	
CHEMBL6174	CHEMBL441414	6.837	
CHEMBL6173	CHEMBL441414	6.227	
CHEMBL4588	CHEMBL440498	10.010	
CHEMBL4270	CHEMBL440498	9.270	
CHEMBL4073	CHEMBL440498	6.680	
CHEMBL3869	CHEMBL440498	8.960	
CHEMBL3706	CHEMBL440498	7.850	
CHEMBL333	CHEMBL440498	10.188	
CHEMBL321	CHEMBL440498	9.605	
CHEMBL283	CHEMBL440498	8.775	
CHEMBL5282	CHEMBL440464	4.580	
CHEMBL2492	CHEMBL440464	5.050	
CHEMBL3305	CHEMBL440283	9.170	
CHEMBL242	CHEMBL440283	8.000	
CHEMBL206	CHEMBL440283	6.715	
CHEMBL251	CHEMBL440115	5.420	
CHEMBL4662	CHEMBL44	4.610	
CHEMBL4051	CHEMBL44	5.076	
CHEMBL4026	CHEMBL44	4.610	
CHEMBL3834	CHEMBL44	4.170	
CHEMBL3751	CHEMBL44	6.400	
CHEMBL3429	CHEMBL44	8.000	
CHEMBL3305	CHEMBL44	4.400	
CHEMBL3257	CHEMBL44	8.300	
CHEMBL3194	CHEMBL44	5.110	
CHEMBL3181	CHEMBL44	5.660	
CHEMBL2897	CHEMBL44	6.400	
CHEMBL284	CHEMBL44	6.320	
CHEMBL2789	CHEMBL44	4.780	
CHEMBL2558	CHEMBL44	4.010	
CHEMBL2535	CHEMBL44	5.160	
CHEMBL242	CHEMBL44	7.491	
CHEMBL206	CHEMBL44	6.191	
CHEMBL2039	CHEMBL44	5.480	
CHEMBL203	CHEMBL44	5.410	
CHEMBL1993	CHEMBL44	4.520	
CHEMBL1978	CHEMBL44	4.000	
CHEMBL1951	CHEMBL44	5.277	
CHEMBL1900	CHEMBL44	4.700	
CHEMBL1869	CHEMBL44	4.580	
CHEMBL1865	CHEMBL44	5.720	
CHEMBL1841	CHEMBL44	4.240	
CHEMBL1835	CHEMBL44	5.110	
CHEMBL1743124	CHEMBL44	5.280	
CHEMBL1293224	CHEMBL44	5.100	
CHEMBL1075138	CHEMBL44	5.050	
CHEMBL3155	CHEMBL439849	5.410	
CHEMBL238	CHEMBL439849	6.530	
CHEMBL228	CHEMBL439849	9.244	
CHEMBL222	CHEMBL439849	6.800	
CHEMBL217	CHEMBL439849	6.180	
CHEMBL214	CHEMBL439849	8.948	
CHEMBL234	CHEMBL439338	8.540	
CHEMBL217	CHEMBL439338	6.460	
CHEMBL202	CHEMBL439	6.890	
CHEMBL4877	CHEMBL438945	6.465	
CHEMBL4777	CHEMBL438945	9.539	
CHEMBL4561	CHEMBL438945	8.660	
CHEMBL4018	CHEMBL438945	9.908	
CHEMBL6020	CHEMBL437765	5.200	
CHEMBL4801	CHEMBL437526	7.990	
CHEMBL3776	CHEMBL437526	7.400	
CHEMBL2334	CHEMBL437526	5.890	
CHEMBL252	CHEMBL437472	9.972	
CHEMBL1785	CHEMBL437472	10.055	
CHEMBL4801	CHEMBL437105	8.230	
CHEMBL4959	CHEMBL437027	8.700	
CHEMBL4777	CHEMBL437027	8.330	
CHEMBL1275221	CHEMBL437	3.370	
CHEMBL1075138	CHEMBL437	5.650	
CHEMBL2409	CHEMBL436774	7.948	
CHEMBL1968	CHEMBL436774	7.840	
CHEMBL3133	CHEMBL436559	5.080	
CHEMBL2781	CHEMBL436559	6.576	
CHEMBL5983	CHEMBL436	7.503	
CHEMBL2246	CHEMBL436	5.925	
CHEMBL1900	CHEMBL436	7.822	
CHEMBL221	CHEMBL435381	5.720	
CHEMBL3338	CHEMBL435224	7.110	
CHEMBL1781	CHEMBL435191	7.145	
CHEMBL261	CHEMBL435	6.480	
CHEMBL205	CHEMBL435	6.540	
CHEMBL246	CHEMBL434	7.070	
CHEMBL234	CHEMBL434	5.330	
CHEMBL219	CHEMBL434	5.540	
CHEMBL217	CHEMBL434	4.620	
CHEMBL220	CHEMBL433041	7.271	
CHEMBL1914	CHEMBL433041	8.300	
CHEMBL2581	CHEMBL43185	4.370	
CHEMBL215	CHEMBL43185	4.270	
CHEMBL2039	CHEMBL43185	5.980	
CHEMBL1966	CHEMBL43185	6.105	
CHEMBL1865	CHEMBL43185	5.980	
CHEMBL3959	CHEMBL43184	6.355	
CHEMBL1951	CHEMBL43184	4.580	
CHEMBL1075138	CHEMBL43184	4.300	
CHEMBL256	CHEMBL431770	5.350	
CHEMBL255	CHEMBL431770	5.750	
CHEMBL251	CHEMBL431770	7.378	
CHEMBL2039	CHEMBL431770	7.570	
CHEMBL5393	CHEMBL431733	5.850	
CHEMBL3979	CHEMBL431733	6.873	
CHEMBL256	CHEMBL431733	8.946	
CHEMBL251	CHEMBL431733	5.532	
CHEMBL235	CHEMBL431733	7.095	
CHEMBL225	CHEMBL431733	5.000	
CHEMBL1833	CHEMBL431733	5.560	
CHEMBL1075138	CHEMBL431701	5.700	
CHEMBL1293224	CHEMBL431367	4.650	
CHEMBL1075138	CHEMBL431367	4.300	
CHEMBL4459	CHEMBL43068	4.170	
CHEMBL238	CHEMBL43048	5.870	
CHEMBL228	CHEMBL43048	6.529	
CHEMBL222	CHEMBL43048	6.176	
CHEMBL2052028	CHEMBL4303782	6.932	
CHEMBL4769	CHEMBL4303669	4.316	
CHEMBL4588	CHEMBL4303669	4.750	
CHEMBL4105758	CHEMBL4303669	5.140	
CHEMBL3869	CHEMBL4303669	4.900	
CHEMBL3594	CHEMBL4303669	5.270	
CHEMBL3510	CHEMBL4303669	7.040	
CHEMBL333	CHEMBL4303669	5.160	
CHEMBL3242	CHEMBL4303669	6.500	
CHEMBL321	CHEMBL4303669	4.280	
CHEMBL205	CHEMBL4303669	7.210	
CHEMBL1782	CHEMBL4303669	7.563	
CHEMBL2331053	CHEMBL4303611	6.330	
CHEMBL4005	CHEMBL4303596	4.480	
CHEMBL3267	CHEMBL4303596	6.070	
CHEMBL3145	CHEMBL4303596	5.570	
CHEMBL3130	CHEMBL4303596	7.855	
CHEMBL5409	CHEMBL4303545	6.000	
CHEMBL1163125	CHEMBL4303404	7.578	
CHEMBL3553	CHEMBL4303389	7.660	
CHEMBL2971	CHEMBL4303389	9.355	
CHEMBL2835	CHEMBL4303389	7.480	
CHEMBL2148	CHEMBL4303389	7.410	
CHEMBL3267	CHEMBL4303323	5.520	
CHEMBL3130	CHEMBL4303323	7.900	
CHEMBL1075165	CHEMBL4303323	5.600	
CHEMBL3983	CHEMBL4303241	8.507	
CHEMBL287	CHEMBL4302089	7.800	
CHEMBL4805	CHEMBL4301898	5.240	
CHEMBL4235	CHEMBL4301600	8.845	
CHEMBL284	CHEMBL430	5.570	
CHEMBL5685	CHEMBL43	5.300	
CHEMBL240	CHEMBL43	6.680	
CHEMBL1806	CHEMBL43	4.900	
CHEMBL1075189	CHEMBL4299940	7.430	
CHEMBL1075126	CHEMBL4299940	7.540	
CHEMBL1892	CHEMBL4299851	8.810	
CHEMBL4979	CHEMBL429910	5.970	
CHEMBL3884	CHEMBL429910	8.800	
CHEMBL1770047	CHEMBL429910	8.870	
CHEMBL3736	CHEMBL429844	8.910	
CHEMBL1808	CHEMBL429844	5.000	
CHEMBL4523510	CHEMBL4298172	8.130	
CHEMBL2047	CHEMBL4298169	8.400	
CHEMBL4718	CHEMBL4298140	8.700	
CHEMBL4204	CHEMBL4298140	9.000	
CHEMBL5608	CHEMBL4298138	10.500	
CHEMBL5568	CHEMBL4298138	9.333	
CHEMBL4247	CHEMBL4298138	8.670	
CHEMBL2971	CHEMBL4298138	8.980	
CHEMBL2815	CHEMBL4298138	8.843	
CHEMBL267	CHEMBL4298138	7.625	
CHEMBL203	CHEMBL4297865	8.443	
CHEMBL5251	CHEMBL4297674	8.556	
CHEMBL4367	CHEMBL4297674	8.300	
CHEMBL4246	CHEMBL4297674	9.005	
CHEMBL3834	CHEMBL4297674	8.240	
CHEMBL3009	CHEMBL4297674	5.790	
CHEMBL2959	CHEMBL4297674	6.750	
CHEMBL240	CHEMBL4297674	4.960	
CHEMBL2148	CHEMBL4297674	5.890	
CHEMBL203	CHEMBL4297674	5.700	
CHEMBL1881	CHEMBL4297666	5.380	
CHEMBL3267	CHEMBL4297648	6.550	
CHEMBL3130	CHEMBL4297648	7.920	
CHEMBL3231	CHEMBL4297644	6.370	
CHEMBL1938222	CHEMBL4297643	8.733	
CHEMBL5251	CHEMBL4297640	8.547	
CHEMBL5543	CHEMBL4297639	7.030	
CHEMBL4376	CHEMBL4297639	5.220	
CHEMBL4226	CHEMBL4297639	7.185	
CHEMBL4225	CHEMBL4297639	8.082	
CHEMBL4224	CHEMBL4297639	7.027	
CHEMBL4203	CHEMBL4297639	6.620	
CHEMBL262	CHEMBL4297639	6.500	
CHEMBL2292	CHEMBL4297639	7.624	
CHEMBL3710	CHEMBL4297633	8.000	
CHEMBL1987	CHEMBL4297633	5.520	
CHEMBL5608	CHEMBL4297627	8.798	
CHEMBL5568	CHEMBL4297627	8.940	
CHEMBL4247	CHEMBL4297627	6.560	
CHEMBL2815	CHEMBL4297627	8.273	
CHEMBL2047	CHEMBL4297626	7.825	
CHEMBL4979	CHEMBL4297625	9.300	
CHEMBL3884	CHEMBL4297625	9.300	
CHEMBL3130	CHEMBL4297615	8.905	
CHEMBL240	CHEMBL4297615	4.120	
CHEMBL2047	CHEMBL4297613	7.605	
CHEMBL2063	CHEMBL4297611	7.640	
CHEMBL2007625	CHEMBL4297610	7.308	
CHEMBL4105907	CHEMBL4297605	8.090	
CHEMBL214	CHEMBL4297605	8.120	
CHEMBL4618	CHEMBL4297604	7.593	
CHEMBL4685	CHEMBL4297598	9.300	
CHEMBL2439	CHEMBL4297594	6.200	
CHEMBL5113	CHEMBL4297590	8.800	
CHEMBL4792	CHEMBL4297590	8.900	
CHEMBL3267	CHEMBL4297584	7.480	
CHEMBL3130	CHEMBL4297584	7.605	
CHEMBL288	CHEMBL4297527	8.570	
CHEMBL4142	CHEMBL4297522	9.117	
CHEMBL3973	CHEMBL4297522	7.423	
CHEMBL3650	CHEMBL4297522	8.450	
CHEMBL2742	CHEMBL4297522	8.096	
CHEMBL288	CHEMBL4297520	6.780	
CHEMBL4026	CHEMBL4297507	7.246	
CHEMBL3553	CHEMBL4297507	7.240	
CHEMBL2971	CHEMBL4297507	8.072	
CHEMBL2835	CHEMBL4297507	8.550	
CHEMBL258	CHEMBL4297507	5.240	
CHEMBL2148	CHEMBL4297507	7.890	
CHEMBL2000	CHEMBL4297502	9.590	
CHEMBL5805	CHEMBL4297492	4.700	
CHEMBL5719	CHEMBL4297488	5.920	
CHEMBL331	CHEMBL4297488	4.310	
CHEMBL3116	CHEMBL4297488	5.920	
CHEMBL308	CHEMBL4297488	5.750	
CHEMBL3055	CHEMBL4297488	7.172	
CHEMBL301	CHEMBL4297488	6.210	
CHEMBL2508	CHEMBL4297488	4.470	
CHEMBL245	CHEMBL4297483	8.800	
CHEMBL4860	CHEMBL4297482	4.700	
CHEMBL4625	CHEMBL4297482	5.940	
CHEMBL4361	CHEMBL4297482	9.494	
CHEMBL5620	CHEMBL4297468	7.410	
CHEMBL4662	CHEMBL4297468	6.160	
CHEMBL3492	CHEMBL4297468	6.885	
CHEMBL1944495	CHEMBL4297468	8.045	
CHEMBL4482	CHEMBL4297467	7.000	
CHEMBL240	CHEMBL4297463	4.670	
CHEMBL2189116	CHEMBL4297463	7.280	
CHEMBL5366	CHEMBL4297461	8.220	
CHEMBL3105	CHEMBL4297461	7.700	
CHEMBL240	CHEMBL4297458	4.550	
CHEMBL1795186	CHEMBL4297458	8.960	
CHEMBL1293289	CHEMBL4297458	8.850	
CHEMBL1250348	CHEMBL4297458	9.150	
CHEMBL1163125	CHEMBL4297458	9.007	
CHEMBL1795186	CHEMBL4297454	7.623	
CHEMBL1795185	CHEMBL4297454	7.520	
CHEMBL1293289	CHEMBL4297454	7.770	
CHEMBL1163125	CHEMBL4297454	7.356	
CHEMBL227	CHEMBL4297447	7.770	
CHEMBL4531	CHEMBL4297442	7.550	
CHEMBL287	CHEMBL4297438	7.800	
CHEMBL2049	CHEMBL429736	9.130	
CHEMBL1790	CHEMBL429736	6.020	
CHEMBL5451	CHEMBL4297317	7.820	
CHEMBL4523305	CHEMBL4297310	5.275	
CHEMBL2899	CHEMBL4297305	5.000	
CHEMBL267	CHEMBL4297299	4.170	
CHEMBL3535	CHEMBL4297290	8.090	
CHEMBL288	CHEMBL4297287	6.820	
CHEMBL4235	CHEMBL4297286	8.000	
CHEMBL287	CHEMBL4297224	6.070	
CHEMBL245	CHEMBL4297224	5.480	
CHEMBL216	CHEMBL4297224	5.480	
CHEMBL1821	CHEMBL4297224	5.480	
CHEMBL2431	CHEMBL4297188	8.600	
CHEMBL256	CHEMBL4297184	5.600	
CHEMBL255	CHEMBL4297184	5.400	
CHEMBL251	CHEMBL4297184	8.470	
CHEMBL1889	CHEMBL4297183	9.150	
CHEMBL1790	CHEMBL4297183	5.920	
CHEMBL4005	CHEMBL4297181	8.220	
CHEMBL3267	CHEMBL4297181	7.420	
CHEMBL3145	CHEMBL4297181	7.110	
CHEMBL3130	CHEMBL4297181	7.620	
CHEMBL2842	CHEMBL4297181	6.780	
CHEMBL3691	CHEMBL429694	5.800	
CHEMBL2487	CHEMBL429694	5.890	
CHEMBL4793	CHEMBL4296719	6.180	
CHEMBL4683	CHEMBL4296719	5.120	
CHEMBL4657	CHEMBL4296719	5.070	
CHEMBL284	CHEMBL4296719	7.620	
CHEMBL325	CHEMBL4296717	6.715	
CHEMBL1865	CHEMBL4296717	7.197	
CHEMBL1293224	CHEMBL429405	4.625	
CHEMBL2492	CHEMBL429317	6.210	
CHEMBL240	CHEMBL4290141	5.200	
CHEMBL1293232	CHEMBL4290141	7.700	
CHEMBL4722	CHEMBL4289017	8.633	
CHEMBL2185	CHEMBL4289017	7.965	
CHEMBL1293267	CHEMBL428880	6.000	
CHEMBL1075138	CHEMBL428880	5.750	
CHEMBL6162	CHEMBL428690	6.960	
CHEMBL6123	CHEMBL428690	5.960	
CHEMBL6029	CHEMBL428690	7.240	
CHEMBL6005	CHEMBL428690	5.770	
CHEMBL6002	CHEMBL428690	7.240	
CHEMBL5903	CHEMBL428690	5.720	
CHEMBL5790	CHEMBL428690	7.270	
CHEMBL5785	CHEMBL428690	5.280	
CHEMBL5749	CHEMBL428690	5.480	
CHEMBL5719	CHEMBL428690	6.920	
CHEMBL5703	CHEMBL428690	5.850	
CHEMBL5701	CHEMBL428690	5.370	
CHEMBL5698	CHEMBL428690	5.850	
CHEMBL5683	CHEMBL428690	5.680	
CHEMBL5627	CHEMBL428690	5.660	
CHEMBL5579	CHEMBL428690	6.545	
CHEMBL5543	CHEMBL428690	7.080	
CHEMBL5466	CHEMBL428690	5.620	
CHEMBL5432	CHEMBL428690	5.350	
CHEMBL5408	CHEMBL428690	5.710	
CHEMBL5407	CHEMBL428690	6.220	
CHEMBL5332	CHEMBL428690	6.210	
CHEMBL5331	CHEMBL428690	5.170	
CHEMBL5320	CHEMBL428690	6.190	
CHEMBL5316	CHEMBL428690	5.960	
CHEMBL5284	CHEMBL428690	6.243	
CHEMBL5261	CHEMBL428690	5.490	
CHEMBL5260	CHEMBL428690	7.260	
CHEMBL5256	CHEMBL428690	7.410	
CHEMBL5198	CHEMBL428690	6.480	
CHEMBL5072	CHEMBL428690	5.660	
CHEMBL5052	CHEMBL428690	4.890	
CHEMBL4954	CHEMBL428690	5.480	
CHEMBL4924	CHEMBL428690	6.100	
CHEMBL4900	CHEMBL428690	5.920	
CHEMBL4895	CHEMBL428690	5.460	
CHEMBL4708	CHEMBL428690	5.030	
CHEMBL4597	CHEMBL428690	6.357	
CHEMBL4523314	CHEMBL428690	8.520	
CHEMBL4523	CHEMBL428690	6.150	
CHEMBL4516	CHEMBL428690	4.935	
CHEMBL4442	CHEMBL428690	6.390	
CHEMBL4355	CHEMBL428690	6.195	
CHEMBL4267	CHEMBL428690	5.250	
CHEMBL4247	CHEMBL428690	6.170	
CHEMBL4237	CHEMBL428690	5.700	
CHEMBL4226	CHEMBL428690	5.900	
CHEMBL4225	CHEMBL428690	5.755	
CHEMBL4224	CHEMBL428690	5.715	
CHEMBL4204	CHEMBL428690	5.610	
CHEMBL4147	CHEMBL428690	5.830	
CHEMBL4121	CHEMBL428690	5.580	
CHEMBL4105743	CHEMBL428690	6.040	
CHEMBL4070	CHEMBL428690	5.180	
CHEMBL4045	CHEMBL428690	5.180	
CHEMBL4004	CHEMBL428690	5.660	
CHEMBL3987	CHEMBL428690	5.400	
CHEMBL3980	CHEMBL428690	5.505	
CHEMBL3920	CHEMBL428690	6.460	
CHEMBL3906	CHEMBL428690	5.810	
CHEMBL3863	CHEMBL428690	6.280	
CHEMBL3856	CHEMBL428690	5.450	
CHEMBL3830	CHEMBL428690	5.280	
CHEMBL3788	CHEMBL428690	5.510	
CHEMBL3616	CHEMBL428690	6.460	
CHEMBL3589	CHEMBL428690	5.610	
CHEMBL3582	CHEMBL428690	6.420	
CHEMBL3553	CHEMBL428690	5.460	
CHEMBL3529	CHEMBL428690	5.510	
CHEMBL3385	CHEMBL428690	4.800	
CHEMBL331	CHEMBL428690	7.150	
CHEMBL3125	CHEMBL428690	5.890	
CHEMBL3116	CHEMBL428690	8.008	
CHEMBL308	CHEMBL428690	7.419	
CHEMBL3055	CHEMBL428690	7.354	
CHEMBL301	CHEMBL428690	6.863	
CHEMBL2996	CHEMBL428690	6.015	
CHEMBL2873	CHEMBL428690	5.280	
CHEMBL2872	CHEMBL428690	5.240	
CHEMBL2850	CHEMBL428690	6.003	
CHEMBL267	CHEMBL428690	4.470	
CHEMBL2637	CHEMBL428690	5.260	
CHEMBL262	CHEMBL428690	6.127	
CHEMBL2568	CHEMBL428690	5.670	
CHEMBL2553	CHEMBL428690	5.803	
CHEMBL2508	CHEMBL428690	7.019	
CHEMBL2494	CHEMBL428690	5.380	
CHEMBL2349	CHEMBL428690	5.620	
CHEMBL2292	CHEMBL428690	6.040	
CHEMBL2147	CHEMBL428690	6.265	
CHEMBL2068	CHEMBL428690	5.600	
CHEMBL203	CHEMBL428690	5.390	
CHEMBL1974	CHEMBL428690	5.332	
CHEMBL1936	CHEMBL428690	5.340	
CHEMBL1844	CHEMBL428690	5.550	
CHEMBL1795192	CHEMBL428690	5.740	
CHEMBL1795185	CHEMBL428690	4.750	
CHEMBL1770034	CHEMBL428690	5.550	
CHEMBL5331	CHEMBL428647	5.310	
CHEMBL4302	CHEMBL428647	5.585	
CHEMBL2597	CHEMBL428647	8.087	
CHEMBL1293266	CHEMBL428647	5.100	
CHEMBL1293224	CHEMBL428647	4.500	
CHEMBL4105787	CHEMBL428593	4.040	
CHEMBL5024	CHEMBL4285417	7.760	
CHEMBL3217390	CHEMBL4285417	6.170	
CHEMBL2842	CHEMBL4285417	5.835	
CHEMBL5103	CHEMBL4283683	4.680	
CHEMBL4145	CHEMBL4283683	4.300	
CHEMBL3310	CHEMBL4283683	5.010	
CHEMBL325	CHEMBL4283683	6.696	
CHEMBL1829	CHEMBL4283683	6.496	
CHEMBL1835	CHEMBL428	5.390	
CHEMBL4296	CHEMBL4279521	7.585	
CHEMBL2007625	CHEMBL4279047	10.400	
CHEMBL5888	CHEMBL4277900	7.350	
CHEMBL2148	CHEMBL4277900	6.810	
CHEMBL236	CHEMBL427683	6.073	
CHEMBL233	CHEMBL427683	7.223	
CHEMBL2014	CHEMBL427683	8.207	
CHEMBL2157	CHEMBL427526	7.300	
CHEMBL4681	CHEMBL427216	4.710	
CHEMBL215	CHEMBL42710	4.580	
CHEMBL1075319	CHEMBL42710	4.180	
CHEMBL1293224	CHEMBL427	4.450	
CHEMBL5071	CHEMBL426559	6.130	
CHEMBL4427	CHEMBL426559	9.880	
CHEMBL3710	CHEMBL426559	6.050	
CHEMBL2069	CHEMBL426559	8.245	
CHEMBL1995	CHEMBL426559	5.180	
CHEMBL1987	CHEMBL426559	5.000	
CHEMBL1881	CHEMBL426559	6.870	
CHEMBL1811	CHEMBL426559	5.940	
CHEMBL279	CHEMBL426161	6.170	
CHEMBL267	CHEMBL426161	8.150	
CHEMBL220	CHEMBL426113	5.280	
CHEMBL236	CHEMBL426084	8.590	
CHEMBL233	CHEMBL426084	10.280	
CHEMBL1944	CHEMBL42583	8.100	
CHEMBL1808	CHEMBL42583	7.860	
CHEMBL2176771	CHEMBL4250860	8.207	
CHEMBL5019	CHEMBL425	7.155	
CHEMBL1795116	CHEMBL4249337	9.190	
CHEMBL3922	CHEMBL424278	7.960	
CHEMBL3979	CHEMBL424133	5.420	
CHEMBL239	CHEMBL424133	7.460	
CHEMBL235	CHEMBL424133	5.190	
CHEMBL1075138	CHEMBL42403	5.350	
CHEMBL4523354	CHEMBL424	9.800	
CHEMBL3729	CHEMBL424	4.960	
CHEMBL3594	CHEMBL424	4.100	
CHEMBL3510	CHEMBL424	4.300	
CHEMBL3242	CHEMBL424	5.060	
CHEMBL261	CHEMBL424	5.000	
CHEMBL2326	CHEMBL424	4.090	
CHEMBL2311236	CHEMBL424	6.000	
CHEMBL205	CHEMBL424	5.150	
CHEMBL213	CHEMBL423	8.800	
CHEMBL1628465	CHEMBL4228250	7.850	
CHEMBL2337	CHEMBL4228124	7.000	
CHEMBL238	CHEMBL4227736	6.310	
CHEMBL228	CHEMBL4227736	6.140	
CHEMBL222	CHEMBL4227736	6.120	
CHEMBL2007	CHEMBL4227505	6.680	
CHEMBL1974	CHEMBL4227505	5.060	
CHEMBL1936	CHEMBL4227505	5.520	
CHEMBL1913	CHEMBL4227505	6.790	
CHEMBL1844	CHEMBL4227505	8.440	
CHEMBL5719	CHEMBL4225966	8.360	
CHEMBL3116	CHEMBL4225966	5.970	
CHEMBL1741186	CHEMBL4225088	7.846	
CHEMBL3142	CHEMBL422	4.000	
CHEMBL2311238	CHEMBL422	8.410	
CHEMBL1293224	CHEMBL422	4.400	
CHEMBL1795148	CHEMBL4218271	6.530	
CHEMBL1075097	CHEMBL4218271	7.122	
CHEMBL5558	CHEMBL4217292	7.910	
CHEMBL4641	CHEMBL4217292	8.190	
CHEMBL240	CHEMBL4217292	5.260	
CHEMBL1940	CHEMBL4217292	5.620	
CHEMBL1859	CHEMBL4217292	7.750	
CHEMBL1293224	CHEMBL421701	5.400	
CHEMBL1075138	CHEMBL421701	4.700	
CHEMBL233	CHEMBL421665	9.960	
CHEMBL2014	CHEMBL421665	5.670	
CHEMBL2007	CHEMBL4216467	4.440	
CHEMBL1936	CHEMBL4216467	6.843	
CHEMBL4040	CHEMBL4213970	8.150	
CHEMBL3385	CHEMBL4213970	7.700	
CHEMBL5145	CHEMBL4212692	9.352	
CHEMBL1906	CHEMBL4212692	9.220	
CHEMBL291	CHEMBL42126	7.850	
CHEMBL288	CHEMBL42126	10.288	
CHEMBL275	CHEMBL42126	9.565	
CHEMBL254	CHEMBL42126	8.400	
CHEMBL5684	CHEMBL4212531	7.280	
CHEMBL5608	CHEMBL4212531	8.520	
CHEMBL3357	CHEMBL4212531	5.600	
CHEMBL2815	CHEMBL4212531	8.220	
CHEMBL238	CHEMBL4212531	5.280	
CHEMBL221	CHEMBL4212531	5.570	
CHEMBL1974	CHEMBL4212531	7.280	
CHEMBL4718	CHEMBL4211649	7.450	
CHEMBL4204	CHEMBL4211649	7.390	
CHEMBL1827	CHEMBL4210847	9.300	
CHEMBL5393	CHEMBL421	6.340	
CHEMBL5287	CHEMBL421	5.020	
CHEMBL5019	CHEMBL421	6.360	
CHEMBL4302	CHEMBL421	6.040	
CHEMBL261	CHEMBL421	5.340	
CHEMBL2518	CHEMBL421	4.660	
CHEMBL205	CHEMBL421	5.205	
CHEMBL1835	CHEMBL421	4.710	
CHEMBL1293224	CHEMBL421	4.900	
CHEMBL1075149	CHEMBL421	5.660	
CHEMBL5251	CHEMBL4209441	7.983	
CHEMBL3308911	CHEMBL4209441	5.920	
CHEMBL240	CHEMBL4209441	4.620	
CHEMBL5145	CHEMBL4209157	7.640	
CHEMBL240	CHEMBL4208229	4.580	
CHEMBL1862	CHEMBL4208229	9.300	
CHEMBL208	CHEMBL4207852	5.280	
CHEMBL2034	CHEMBL4207852	7.500	
CHEMBL1790	CHEMBL420762	6.300	
CHEMBL3535	CHEMBL4206492	7.250	
CHEMBL2007625	CHEMBL4206033	7.820	
CHEMBL3155	CHEMBL4205783	8.520	
CHEMBL224	CHEMBL4205783	7.000	
CHEMBL214	CHEMBL4205783	8.190	
CHEMBL4822	CHEMBL4204869	7.860	
CHEMBL5393	CHEMBL4204794	8.820	
CHEMBL5685	CHEMBL420	5.310	
CHEMBL3923	CHEMBL420	7.460	
CHEMBL6093	CHEMBL42	4.700	
CHEMBL3759	CHEMBL42	7.191	
CHEMBL3426	CHEMBL42	6.000	
CHEMBL3371	CHEMBL42	8.032	
CHEMBL3257	CHEMBL42	4.360	
CHEMBL3155	CHEMBL42	7.628	
CHEMBL245	CHEMBL42	7.000	
CHEMBL240	CHEMBL42	5.867	
CHEMBL234	CHEMBL42	6.399	
CHEMBL232	CHEMBL42	8.000	
CHEMBL231	CHEMBL42	8.774	
CHEMBL229	CHEMBL42	7.813	
CHEMBL228	CHEMBL42	5.410	
CHEMBL225	CHEMBL42	7.816	
CHEMBL224	CHEMBL42	7.999	
CHEMBL219	CHEMBL42	7.483	
CHEMBL2182	CHEMBL42	6.000	
CHEMBL217	CHEMBL42	6.990	
CHEMBL216	CHEMBL42	8.142	
CHEMBL214	CHEMBL42	7.002	
CHEMBL2056	CHEMBL42	7.024	
CHEMBL2035	CHEMBL42	7.000	
CHEMBL1942	CHEMBL42	7.000	
CHEMBL1899	CHEMBL42	6.365	
CHEMBL1898	CHEMBL42	6.000	
CHEMBL1867	CHEMBL42	6.783	
CHEMBL1850	CHEMBL42	6.443	
CHEMBL1833	CHEMBL42	8.100	
CHEMBL1821	CHEMBL42	7.450	
CHEMBL1293224	CHEMBL42	4.600	
CHEMBL1075138	CHEMBL42	5.900	
CHEMBL234	CHEMBL419792	5.942	
CHEMBL217	CHEMBL419792	6.855	
CHEMBL214	CHEMBL419792	7.140	
